Heart_Rate_(bpm),Skin_Conductance,Emotion,Emotion_Mapped
144.74159934862695,1.3816060049507268,fear,3
105.81422946490176,1.214591942290556,angry,2
120.99296284462284,1.432318421435819,angry,2
111.64750755264504,0.9886469215558888,angry,2
92.18299434742936,1.1330612945325265,fear,3
150.0,1.083794476090472,fear,3
128.6326220706496,1.6233982409586503,fear,3
102.10781054685135,0.814265475802521,surprise,4
123.5875793164656,1.189534012619337,fear,3
98.51853656274365,1.2515590411562552,angry,2
65.67846830592747,0.43706052499548964,disgust,5
104.08656316564075,1.4349631265126723,fear,3
119.728350369515,1.2887179141909022,angry,2
141.79833631007475,1.6938981332864547,fear,3
75.02006467582355,1.1742631954761529,angry,2
68.39184501262282,0.21395859144299345,sad,1
68.88048691235451,0.6341865987498936,disgust,5
113.47792715265038,0.9922842691492666,surprise,4
93.68164146677755,0.6493760465251932,surprise,4
92.14129064909889,0.31083180134607713,disgust,5
128.0270472690769,1.5536827045147934,fear,3
93.1655715861144,1.3759387126600313,angry,2
140.95205550103537,1.252745039966985,fear,3
150.0,1.5035180600323759,fear,3
126.18558758041786,1.2295505160880107,fear,3
146.36903395172337,1.1638344260817606,fear,3
96.21664025854385,1.075576518509624,surprise,4
128.59202783798102,0.8099948399992962,surprise,4
95.4786678147031,1.2663520357129143,fear,3
103.35007647299958,1.024207498785904,angry,2
150.0,1.3233793750594662,angry,2
75.16877500536039,0.25383892385556983,disgust,5
88.28684763643518,1.0104041547254214,surprise,4
82.39312354951595,0.47600103985300446,disgust,5
86.1812609110868,0.3685425330655635,disgust,5
91.55065241137342,1.3003646844316386,fear,3
87.86359637498606,0.5534979293265297,disgust,5
121.16702686739376,1.3942862019457203,angry,2
82.16039666474228,0.39799837741966126,disgust,5
149.95042119024038,1.611420927418864,fear,3
89.06497629108354,0.606256435212748,disgust,5
150.0,1.3802173553056347,fear,3
147.11479698671016,1.6643597356156818,fear,3
141.87922850473078,1.0733928334855265,angry,2
79.3982718835287,0.863562805087443,disgust,5
91.1029368422747,0.5325701584563745,disgust,5
84.81772946426842,1.0307322734355786,fear,3
97.1764372101035,0.7824306012293496,surprise,4
82.91859852229787,0.399065539280247,disgust,5
50.0,0.10740125982648549,sad,1
74.44092548812748,0.27170373915711,sad,1
98.9759223317087,0.7848689918371491,surprise,4
124.19840947187168,0.987581750672164,angry,2
106.38018361426876,1.5743563417821886,fear,3
87.457093531953,0.6233825922566693,disgust,5
86.74567476451087,0.6309362969839768,disgust,5
51.26110423687099,0.3224204445773712,sad,1
96.9807743459666,0.8727581442885863,surprise,4
118.91798916611663,0.7153072927170325,surprise,4
120.36205871259727,0.9714355809250006,surprise,4
86.73411617758282,0.37556108189048115,disgust,5
88.06041385055497,1.6817675410305633,fear,3
67.73830460862919,0.5726469063603492,disgust,5
113.93594005644675,1.1817574230971766,fear,3
95.44484051314954,0.44774588320917,disgust,5
97.22938089156204,0.962935202714745,surprise,4
69.3825717022469,0.21645623973191658,sad,1
85.17813015036047,0.657863889756225,disgust,5
110.7281531614135,1.365448054225794,angry,2
144.4735141123107,1.2296895057331967,fear,3
95.59893733800476,0.7564825577570345,surprise,4
113.120370041113,1.2926535687169936,angry,2
124.88713885110437,1.2073953990971904,angry,2
146.56858793108205,1.676464160787436,fear,3
59.442655235856456,0.25585597967030765,sad,1
116.13969674066547,1.8357063840531769,fear,3
108.51387562882189,0.5446273016099302,disgust,5
106.54209565193213,0.9340242782845706,surprise,4
83.20784865365732,0.6158833097526953,disgust,5
104.44308639776526,1.0280412367442489,surprise,4
68.51205325967186,0.3695840569383048,sad,1
120.44764266608811,1.2116822323776302,angry,2
135.07465127065117,1.3048174465599884,angry,2
109.86612619637242,1.2431644064618377,angry,2
78.47384197462313,0.3685457474303797,disgust,5
113.34552432757418,0.9071863162031928,surprise,4
119.21320541288573,1.1874024931917733,angry,2
118.47815654490913,1.2656550735627716,fear,3
150.0,1.6601471227726958,fear,3
89.01546306826424,0.7926679178055565,surprise,4
142.39793749440292,1.4295274838040108,angry,2
91.65630621320409,1.8553207679364077,fear,3
76.89511125191724,0.9867836101404465,surprise,4
64.18984358721745,0.6964513318701635,disgust,5
102.78865193565414,1.172377003824395,angry,2
71.39457145544327,0.535662241554727,disgust,5
150.0,1.5096768760033088,angry,2
88.42283404803524,1.1827425178836104,angry,2
95.06150784931701,1.2581236734318686,angry,2
66.95373315489609,0.22152030758166266,sad,1
133.75174762695895,0.818267287283148,angry,2
105.59339919330608,1.2153280981839827,angry,2
110.9116333579215,0.7664812126777909,surprise,4
108.67842437813903,1.747963846189897,fear,3
97.99765988221158,1.0537434278366968,angry,2
81.94017336078394,0.39636366636837195,disgust,5
104.93949654603774,1.1499238706412318,angry,2
142.48181506211876,1.233260323989552,angry,2
86.97368681939508,1.3944146977533414,fear,3
119.1858472199457,0.8696213592915368,surprise,4
96.28286399497556,0.7953782922191593,surprise,4
113.02697691564038,1.7975406455451068,angry,2
107.75344091019699,1.1481416130067972,angry,2
62.14019426714418,0.16693029940298768,sad,1
95.9732197755711,0.7026635930482181,disgust,5
150.0,1.8349001301617955,fear,3
150.0,1.2578656750684694,fear,3
119.76653269514931,0.8820283733425538,surprise,4
128.36668188683473,0.7731958889808975,fear,3
137.5027251703013,1.4671064912554885,fear,3
118.02658676044521,1.3497848172475608,angry,2
111.11107844631343,1.1462730431983816,angry,2
75.29435028679177,0.6558388797346586,disgust,5
112.13473757520882,1.0564951893477283,angry,2
79.94267324315808,0.6198607232005229,disgust,5
128.781609990079,1.4755809004711342,angry,2
118.91931797472247,1.2606371459407093,angry,2
79.28603392420366,0.5250419884922598,disgust,5
