0,1.361561,0.531646
0,1.047582,0.696203
0,1.066374,0.613924
0,1.108086,0.613924
0,1.126686,0.626582
0,1.157313,0.607595
0,1.198186,0.569620
0,1.208019,0.569620
0,1.210995,0.569620
0,1.216610,0.569620
0,1.236765,0.563291
0,1.249121,0.569620
0,1.249719,0.569620
0,1.270250,0.550633
0,1.268606,0.569620
0,1.268194,0.563291
0,1.274503,0.569620
0,1.289618,0.563291
0,1.292286,0.569620
0,1.301527,0.569620
0,1.312699,0.556962
0,1.295642,0.569620
0,1.315253,0.569620
0,1.303742,0.582278
0,1.292091,0.588608
0,1.324551,0.575949
0,1.335182,0.563291
0,1.323370,0.582278
0,1.335250,0.575949
0,1.332397,0.575949
