0,1.433553,0.339080
0,0.863807,0.537356
0,0.695798,0.663793
0,0.619499,0.712644
0,0.566884,0.761494
0,0.529850,0.784483
0,0.518858,0.784483
0,0.510402,0.801724
0,0.502175,0.804598
0,0.498985,0.801724
0,0.495972,0.813218
0,0.496689,0.810345
0,0.497964,0.810345
0,0.494254,0.810345
0,0.495802,0.816092
0,0.490229,0.816092
0,0.494085,0.810345
0,0.495777,0.807471
0,0.494747,0.813218
0,0.496941,0.807471
0,0.496718,0.801724
0,0.488282,0.813218
0,0.493987,0.807471
0,0.492163,0.807471
0,0.489796,0.807471
0,0.491778,0.804598
0,0.488940,0.804598
0,0.486241,0.807471
0,0.489278,0.810345
0,0.488153,0.807471
